"","scan_date","first_seen","last_seen","total","size","times_submitted","harmless_votes","malicious_votes","positives","submission.submitter_country","additional_info.exiftool.FileType","additional_info.androguard.TargetSdkVersion","scans.Bkav.result","scans.Lionic.result","scans.ClamAV.result","scans.CMC.result","scans.CAT-QuickHeal.result","scans.McAfee.result","scans.ALYac.result","scans.Malwarebytes.result","scans.VIPRE.result","scans.Sangfor.result","scans.K7AntiVirus.result","scans.Alibaba.result","scans.K7GW.result","scans.Trustlook.result","scans.Arcabit.result","scans.Baidu.result","scans.Cyren.result","scans.SymantecMobileInsight.result","scans.Symantec.result","scans.ESET-NOD32.result","scans.TrendMicro-HouseCall.result","scans.Avast.result","scans.Cynet.result","scans.Kaspersky.result","scans.BitDefender.result","scans.NANO-Antivirus.result","scans.SUPERAntiSpyware.result","scans.MicroWorld-eScan.result","scans.Rising.result","scans.Ad-Aware.result","scans.Comodo.result","scans.F-Secure.result","scans.DrWeb.result","scans.Zillya.result","scans.TrendMicro.result","scans.McAfee-GW-Edition.result","scans.FireEye.result","scans.Emsisoft.result","scans.Ikarus.result","scans.Avast-Mobile.result","scans.Jiangmin.result","scans.Avira.result","scans.Antiy-AVL.result","scans.Kingsoft.result","scans.Gridinsoft.result","scans.Microsoft.result","scans.ViRobot.result","scans.ZoneAlarm.result","scans.GData.result","scans.BitDefenderFalx.result","scans.AhnLab-V3.result","scans.BitDefenderTheta.result","scans.TACHYON.result","scans.VBA32.result","scans.Zoner.result","scans.Tencent.result","scans.Yandex.result","scans.MAX.result","scans.MaxSecure.result","scans.Fortinet.result","scans.Panda.result","scans.Sophos.result","scans.Elastic.result","scans.AVG.result","scans.Cylance.result","scans.SentinelOne.result"
"43",2021-11-03 07:54:09,2021-10-21 10:15:18,2021-11-03 07:54:09,61,6126959,2,0,0,20,"IT","ZIP",29,NA,NA,NA,NA,"Android.Agent.A4420","Artemis!4C1BA739A19A",NA,NA,NA,NA,NA,"TrojanBanker:Android/Agent.f1616efd","Trojan ( 005893d71 )","Android.Malware.Trojan",NA,NA,NA,"AppRisk:Generisk","Trojan.Gen.MBT","a variant of Android/TrojanDropper.Agent.IYT",NA,NA,NA,"HEUR:Trojan-Banker.AndroidOS.Bray.pac",NA,"Trojan.Android.Mlw.jfqifo",NA,NA,NA,NA,NA,NA,"Android.Spy.4415",NA,NA,"Artemis!Trojan",NA,NA,"Trojan-Dropper.AndroidOS.Agent",NA,NA,"ANDROID/Dropper.FJKV.Gen",NA,NA,NA,"TrojanSpy:AndroidOS/Bray.A!MTB",NA,"HEUR:Trojan-Banker.AndroidOS.Bray.pac",NA,"Android.Trojan.InfoStealer.XY",NA,NA,NA,NA,NA,"a.privacy.emial.d",NA,NA,NA,"Android/Agent.IYT!tr",NA,"Andr/Xgen2-ZB",NA,NA,NA,NA
"44",2021-11-03 07:44:23,2016-01-06 01:51:40,2021-11-03 07:44:23,59,1156,23,0,0,25,"CZ","DEX",NA,NA,"Trojan.AndroidOS.Agent.C!c",NA,NA,NA,"Artemis!6E812CF2D3FE",NA,NA,NA,NA,NA,NA,"Trojan ( 004c3c841 )",NA,NA,NA,"AndroidOS/SMSPay.A",NA,"Trojan.Gen.2","a variant of Android/TrojanDropper.Agent.AEY",NA,"Android:Dropper-ZQ [Trj]","Malicious (score: 99)","HEUR:Trojan-Dropper.AndroidOS.Agent.v",NA,"Trojan.Android.Agent.enwgox",NA,NA,NA,NA,NA,NA,"Android.Siggen.5352","Dropper.Agent.Android.9528",NA,"Artemis!Trojan",NA,NA,"PUA.Packed.AndroidOS","Android:SMSreg-CXL [Trj]","TrojanDropper.AndroidOS.kuv","ANDROID/Dropper.Agent.AC.Gen","Trojan/Generic.ASMalwAD.2D",NA,NA,"Trojan:Win32/Occamy.AA",NA,NA,NA,NA,"PUP/Android.Noico.48677",NA,NA,NA,NA,"Dos.Trojan-dropper.Agent.Wsaj",NA,"malware (ai score=100)",NA,"Android/Agent.AEY!tr",NA,"Andr/Dropr-GP",NA,"Android:Dropper-ZQ [Trj]",NA,NA
"45",2021-11-03 09:22:12,2015-08-12 17:10:54,2021-11-03 09:22:12,62,860113,16,0,0,36,"DE","ZIP",10,NA,"Trojan.AndroidOS.Agent.C!c",NA,NA,"Android.Mekir.A","Artemis!D12C8B1082CF",NA,NA,NA,"Spyware.Android.Mekir.gen",NA,"TrojanSpy:Android/Mekir.49ddcd49","Trojan ( 004a08f91 )","Android.Malware.Spyware",NA,NA,"AndroidOS/Mekir.A.gen!Eldorado","Trojan:Crisis","Trojan.Gen.2","a variant of Android/Morcut.C","ANDROIDOS_CRISIS.AXB","Android:Morcut-G [Trj]","Malicious (score: 99)","HEUR:Trojan-Spy.AndroidOS.Mekir.gen",NA,"Trojan.Android.Agent.ducqhu",NA,NA,NA,NA,"Malware@#6ulh7ua76ldf","Malware.ANDROID/Morcut.BTR.Gen","Android.Spy.176.origin",NA,"ANDROIDOS_CRISIS.AXB","Artemis!Trojan",NA,NA,"Trojan.AndroidOS.Morcut","Android:Morcut-G [Trj]","TrojanSpy.AndroidOS.mnj","ANDROID/Morcut.BTR.Gen","Trojan[Spy:HEUR]/Android.Mekir","Android.Troj.ya_RcsMonitor.gf.(kcloud)",NA,"Trojan:Win32/Ymacco.AAE8",NA,"HEUR:Trojan-Spy.AndroidOS.Mekir.gen",NA,"Android.Trojan.InfoStealer.FX","Spyware/Android.Rehai16.54621",NA,NA,NA,NA,"Trojan.Android.Spy.adw",NA,NA,"Android.fakeinst.a","Android/Morcut.BTR!tr",NA,"Andr/Spy-AEC",NA,"Android:Morcut-G [Trj]",NA,NA
"46",2021-11-03 00:19:22,2021-11-03 00:19:22,2021-11-03 00:19:22,60,2669106,1,0,0,19,"CA","ZIP",22,NA,NA,NA,NA,"Android.Mobby.GEN20554 (PUP)","Artemis!919A1900C529",NA,NA,NA,NA,NA,NA,"Trojan ( 005537a81 )","Android.Malware.General (score:8)",NA,NA,NA,"Trojan:Malapp",NA,"a variant of Android/AdDisplay.Mobby.I potentially unwanted",NA,NA,"Malicious (score: 99)","not-a-virus:UDS:AdWare.AndroidOS.Ewind.kp",NA,NA,NA,NA,NA,NA,NA,NA,"Adware.Mobby.5.origin",NA,NA,"Artemis",NA,NA,"PUA.AndroidOS.Mobby","Android:Evo-gen [Trj]",NA,"ADWARE/ANDR.Agent.FOKP.Gen",NA,NA,NA,"Adware:AndroidOS/Ewind.A",NA,NA,NA,"Android.Riskware.HiddenAds.HA","PUP/Android.Agent.995918",NA,NA,NA,NA,NA,NA,NA,"Android.WIN32.Ewind.kp","Android/Erwind.A!tr",NA,"Android Ewind (PUA)",NA,NA,NA,NA
"47",2021-11-03 08:15:31,2021-11-03 08:15:31,2021-11-03 08:15:31,62,1955964,1,0,0,21,"MX","ZIP",22,NA,"Adware.AndroidOS.Adlo.A!c",NA,NA,NA,"Artemis!72B80100F4B5",NA,NA,NA,NA,NA,NA,"Trojan ( 0057e8751 )",NA,NA,NA,NA,NA,NA,"a variant of Android/TrojanDropper.Agent.IXE",NA,NA,"Malicious (score: 99)","not-a-virus:HEUR:AdWare.AndroidOS.Adlo.b",NA,"Riskware.Android.Adlo.jgoavo",NA,NA,NA,NA,NA,"Malware.ANDROID/Agent.MER.Gen","Android.HiddenAds.2968",NA,NA,"Artemis!PUP",NA,NA,"Trojan-Dropper.AndroidOS.Agent","Android:Evo-gen [Trj]",NA,"ANDROID/Agent.MER.Gen","Trojan/Generic.ASMalwAD.2D","Android.Troj.at_gfakeapp.db.(kcloud)",NA,"Trojan:Script/Sabsik.FL.B!ml",NA,NA,NA,"Android.Riskware.Downloader.DN","PUP/Android.Hidad.1030260",NA,NA,NA,NA,NA,NA,NA,"Android.WIN32.Adlo.a","Android/Agent.HVN!tr",NA,"Andr/Xgen2-YR",NA,NA,NA,NA
"48",2021-11-03 00:46:00,2021-11-03 00:46:00,2021-11-03 00:46:00,61,2669106,1,0,0,20,"CA","ZIP",22,NA,"Adware.AndroidOS.Ewind.A!c",NA,NA,"Android.Mobby.GEN20554 (PUP)","Artemis!919A1900C529",NA,NA,NA,NA,NA,NA,"Trojan ( 005537a81 )","Android.Malware.General (score:8)",NA,NA,NA,"Trojan:Malapp",NA,"a variant of Android/AdDisplay.Mobby.I potentially unwanted",NA,NA,"Malicious (score: 99)","not-a-virus:HEUR:AdWare.AndroidOS.Ewind.kp",NA,NA,NA,NA,NA,NA,NA,NA,"Adware.Mobby.5.origin",NA,NA,"Artemis",NA,NA,"PUA.AndroidOS.Mobby","Android:Evo-gen [Trj]",NA,"ADWARE/ANDR.Agent.FOKP.Gen",NA,NA,NA,"Adware:AndroidOS/Ewind.A",NA,NA,NA,"Android.Riskware.HiddenAds.HA","PUP/Android.Agent.995918",NA,NA,NA,NA,NA,NA,NA,"Android.WIN32.Ewind.kp","Android/Erwind.A!tr",NA,"Android Ewind (PUA)",NA,NA,NA,NA
"49",2021-11-03 09:14:16,2021-11-03 09:14:16,2021-11-03 09:14:16,60,15721098,1,0,0,16,"KR","ZIP",22,NA,NA,NA,NA,"Android.Fakecalls.GEN45163",NA,NA,NA,NA,NA,NA,NA,"Trojan ( 0055e4881 )","Android.PUA.DebugKey",NA,NA,"AndroidOS/Trojan.WBAO-9",NA,NA,"a variant of Android/TrojanDropper.Agent.IZK",NA,NA,"Malicious (score: 99)","HEUR:Trojan-Banker.AndroidOS.Fakecalls.k",NA,NA,NA,NA,NA,NA,NA,NA,"Android.Spy.914.origin",NA,NA,NA,NA,NA,"Trojan-Dropper.AndroidOS.Agent","Android:Evo-gen [Trj]",NA,"ANDROID/Banker.FKCG.Gen",NA,NA,NA,"TrojanDropper:AndroidOS/BankerAgent.X",NA,NA,NA,"Android.Riskware.Agent.JMB","PUP/Android.FLPrev.1039239",NA,NA,NA,NA,NA,NA,NA,NA,"Android/Agent.DSI!tr",NA,"Andr/Xgen2-ZA",NA,NA,NA,NA
"50",2021-11-03 07:33:53,2019-09-08 03:35:40,2021-11-03 07:33:53,62,63071192,7,0,0,15,"GB","ZIP",26,NA,"Riskware.AndroidOS.RevMob.z!c",NA,NA,"Android.Revmob.A1e9c (AdWare)","Artemis!E4D20EEC9337",NA,NA,NA,"Trojan.Win32.Gen.MBT",NA,NA,NA,"Android.PUA.Adware",NA,NA,NA,"AppRisk:Generisk","Trojan.Gen.MBT","a variant of Android/AdDisplay.RevMob.B potentially unwanted",NA,NA,NA,NA,NA,"Riskware.Android.Revmob.dyzsji",NA,NA,NA,NA,NA,NA,"Adware.Revmob.1.origin",NA,NA,"Artemis",NA,NA,"PUA.AndroidOS.RevMob",NA,NA,"ADWARE/ANDR.RevMob.C.Gen",NA,NA,NA,"PUA:Win32/Bitrepeyp.B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Adware/RevMob!Android",NA,NA,NA,NA,NA,NA
"51",2021-11-03 00:01:05,2021-11-03 00:01:05,2021-11-03 00:01:05,63,4804236,1,0,0,27,"CA","ZIP",21,NA,"Riskware.AndroidOS.SMSreg.z!c",NA,NA,"Android.SMSReg.A (PUP)","Artemis!861C383642A7",NA,NA,NA,"Malware.Android-Script.Save.9f14b72c",NA,NA,"Trojan ( 004ddbbd1 )","Android.PUA.DebugKey",NA,NA,"AndroidOS/SMSreg.AE.gen!Eldorado","AdLibrary:Generisk","Trojan.Gen.MBT","Android/SMSreg.UA potentially unsafe",NA,"Android:Agent-MFE [PUP]","Malicious (score: 99)","not-a-virus:UDS:RiskTool.AndroidOS.SMSreg.mq",NA,"Riskware.Android.SmsSend.gczwrm",NA,NA,NA,NA,NA,NA,"Android.SmsSend.15340","Downloader.OpenConnection.JS.131615",NA,NA,NA,NA,"Trojan.AndroidOS.SMSReg","Android:Evo-gen [Trj]",NA,"ANDROID/SmsReg.YBD.Gen","RiskWare[RiskTool]/Android.SMSreg","Android.RISKWARE.pornapp.a.(kcloud)",NA,NA,NA,"not-a-virus:HEUR:RiskTool.AndroidOS.SMSreg.mq",NA,"Android.Riskware.SMSReg.QE","PUP/Android.SmsPay.63460",NA,NA,NA,NA,NA,NA,NA,NA,"Riskware/Generic.Z.9DAC0B!Android",NA,"Android Riskware SmsReg (PUA)",NA,"Android:Agent-MFE [PUP]",NA,NA
"52",2021-11-03 08:21:38,2021-11-03 08:21:38,2021-11-03 08:21:38,61,601452,1,0,0,25,"US","ZIP",22,NA,"Adware.AndroidOS.HiddenAd.A!c","Andr.Malware.Hiddad-6804562-0",NA,"Android.Hiddad.GEN35225","Artemis!71A0171BCEA9",NA,NA,NA,NA,NA,NA,"Trojan ( 0054b8f91 )","Android.Malware.General (score:6)",NA,NA,"AndroidOS/Trojan.MJGH-6",NA,NA,"a variant of Android/Hiddad.HI",NA,NA,"Malicious (score: 99)","not-a-virus:HEUR:AdWare.AndroidOS.HiddenAd.kx",NA,"Riskware.Android.HiddenAds.finjea",NA,NA,NA,NA,"ApplicUnwnt@#1cu6bdme323k9",NA,"Android.HiddenAds.261.origin",NA,NA,"Artemis!PUP",NA,NA,"Trojan.AndroidOS.Hiddenapp","Android:Evo-gen [Trj]",NA,"ANDROID/Hidad.Agent.PAP.Gen","Trojan/Generic.ASMalwAD.39","Android.MALWARE.at_hiddenads.cn.(kcloud)",NA,"Trojan:AndroidOS/Hiddad",NA,NA,NA,"Android.Trojan.Downloader.DN","Trojan/Android.Boosad.734683",NA,NA,NA,NA,NA,NA,NA,"Adware.AndroidOS.HiddenAd.j6","Android/Hiddad.HI!tr",NA,"Andr/HiddAd-P",NA,NA,NA,NA
"53",2021-11-03 07:55:52,2021-09-13 06:50:57,2021-11-03 07:55:52,59,3035852,2,0,0,21,"IT","ZIP",29,NA,NA,NA,NA,"Android.Agent.GEN45096","Artemis!D93278E58557",NA,NA,NA,NA,NA,"TrojanBanker:Android/Agent.d52d45eb","Trojan ( 005606f31 )","Android.Malware.Trojan",NA,NA,NA,"AppRisk:Generisk","Trojan.Gen.2","a variant of Android/TrojanDropper.Agent.DMJ",NA,NA,NA,"HEUR:Trojan-Banker.AndroidOS.Bray.i",NA,"Trojan.Android.Mlw.jabkpa",NA,NA,NA,NA,NA,NA,"Android.Spy.4374",NA,NA,"Artemis!Trojan",NA,NA,"Trojan-Dropper.AndroidOS.Agent","Android:Evo-gen [Trj]",NA,"ANDROID/Agent.FKEC.Gen",NA,NA,NA,"TrojanSpy:AndroidOS/Bray.A!MTB",NA,NA,NA,"Android.Riskware.Agent.JME","Trojan/Android.FakeCop.1052141",NA,NA,NA,NA,"a.privacy.emial.d",NA,NA,NA,"Android/Agent.DUI!tr",NA,"Android Packed App (PUA)",NA,NA,NA,NA
"54",2021-11-03 09:13:09,2021-11-03 09:13:09,2021-11-03 09:13:09,61,1956174,1,0,0,20,"BD","ZIP",22,NA,"Adware.AndroidOS.Adlo.A!c",NA,NA,NA,"Artemis!F49C91A8E037",NA,NA,NA,NA,NA,NA,"Trojan ( 0057e8751 )",NA,NA,NA,NA,NA,NA,"a variant of Android/TrojanDropper.Agent.HVN",NA,NA,"Malicious (score: 99)","not-a-virus:HEUR:AdWare.AndroidOS.Adlo.b",NA,NA,NA,NA,NA,NA,NA,"Malware.ANDROID/Agent.MER.Gen","Android.Packed.55586",NA,NA,"Artemis!PUP",NA,NA,"Trojan-Dropper.AndroidOS.Agent","Android:Evo-gen [Trj]",NA,"ANDROID/Agent.MER.Gen","Trojan/Generic.ASMalwAD.2D",NA,NA,"Trojan:Script/Sabsik.FL.B!ml",NA,"not-a-virus:HEUR:AdWare.AndroidOS.Adlo.b",NA,"Android.Riskware.Downloader.DN","PUP/Android.Hidad.1030260",NA,NA,NA,NA,NA,NA,NA,"Android.WIN32.Adlo.a","Android/Agent.HVN!tr",NA,"Andr/Xgen2-YR",NA,NA,NA,NA
"55",2021-11-03 00:28:18,2021-11-03 00:28:18,2021-11-03 00:28:18,63,14898946,1,0,0,15,"KR","ZIP",22,NA,NA,NA,NA,"Android.Fakecalls.GEN45163",NA,NA,NA,NA,NA,NA,NA,"Trojan ( 0055e4881 )","Android.PUA.DebugKey",NA,NA,"AndroidOS/Trojan.WBAO-9",NA,NA,"a variant of Android/TrojanDropper.Agent.IZK",NA,NA,"Malicious (score: 99)",NA,NA,NA,NA,NA,NA,NA,NA,"Malware.ANDROID/Banker.FKCG.Gen","Android.Spy.914.origin",NA,NA,"Artemis",NA,NA,"Trojan-Dropper.AndroidOS.Agent","Android:Evo-gen [Trj]",NA,"ANDROID/Banker.FKCG.Gen",NA,NA,NA,NA,NA,NA,NA,"Android.Riskware.Agent.JMB","PUP/Android.FLPrev.1039239",NA,NA,NA,NA,NA,NA,NA,NA,"Android/Agent.DSI!tr",NA,NA,NA,NA,NA,NA
"56",2021-11-03 08:45:37,2021-11-03 08:45:37,2021-11-03 08:45:37,62,10186,1,0,0,30,"IN","ZIP",17,NA,NA,NA,NA,"Android.Agent.ACZ",NA,NA,NA,NA,"Malware.Android-Script.Save.b0a31b55",NA,NA,"Trojan-Downloader ( 004ff8551 )","Android.Malware.General (score:7)","Application.HackTool.MeterPreter.AQR",NA,"AndroidOS/Downloader.M.gen!Eldorado","Hacktool:Mesploit",NA,"a variant of Android/TrojanDownloader.Agent.JN",NA,"Android:Metasploit-G [PUP]","Malicious (score: 99)","HEUR:Trojan-Downloader.AndroidOS.Agent.jy","Application.HackTool.MeterPreter.AQR",NA,NA,"Application.HackTool.MeterPreter.AQR",NA,NA,NA,"Malware.ANDROID/Agent.FJNR.Gen","Android.RemoteCode.6833",NA,NA,NA,"Application.HackTool.MeterPreter.AQR","Application.HackTool.MeterPreter.AQR (B)","Trojan-Downloader.AndroidOS.Agent","Android:Evo-gen [Trj]",NA,"ANDROID/TrojanDldr.FNAA.Gen",NA,NA,NA,NA,NA,"HEUR:Trojan-Downloader.AndroidOS.Agent.jy","Application.HackTool.MeterPreter.AQR","Android.Riskware.SMSSend.RR","PUP/Android.Metasploit.54109",NA,NA,NA,NA,"HackTool.Android.Metasploit.awe",NA,"malware (ai score=80)","Android.metasploit.e","Android/Agent.JN!tr",NA,"Andr/Bckdr-RXM",NA,"Android:Metasploit-G [PUP]",NA,NA
"57",2021-11-03 08:12:18,2017-03-05 15:29:33,2021-11-03 08:12:18,59,1156,5,0,0,25,"CZ","DEX",NA,NA,NA,NA,NA,NA,"Artemis!4960CA7DC787",NA,NA,NA,NA,NA,NA,"Trojan ( 004c3c841 )",NA,NA,NA,"AndroidOS/SMSPay.A",NA,"Trojan.Gen.2","a variant of Android/TrojanDropper.Agent.AEV",NA,"Android:Dropper-ZQ [Trj]","Malicious (score: 99)","HEUR:Trojan-Dropper.AndroidOS.Agent.v",NA,"Trojan.Android.MobilePay.embifr",NA,NA,NA,NA,"Malware@#1wemqe8x5aqgn","Malware.ANDROID/Dropper.Agent.AC.Gen",NA,"Dropper.Agent.Android.27405",NA,"Artemis!Trojan",NA,NA,"Trojan-Dropper.AndroidOS.Agent","Android:Dropper-ZQ [Trj]","TrojanDropper.AndroidOS.agvq","ANDROID/Dropper.Agent.AC.Gen","Trojan[Dropper:HEUR]/Android.Agent",NA,NA,"Trojan:Win32/Occamy.AA",NA,"HEUR:Trojan-Dropper.AndroidOS.Agent.v",NA,NA,"PUP/Android.Noico.48677",NA,NA,NA,NA,"Dos.Trojan-dropper.Agent.Pdme",NA,NA,NA,"Android/Agent.AEV!tr",NA,"Andr/Dropr-GP",NA,"Android:Dropper-ZQ [Trj]",NA,NA
"58",2021-11-03 08:03:59,2021-11-03 08:03:59,2021-11-03 08:03:59,63,15410862,1,0,0,18,"KR","ZIP",22,NA,NA,NA,NA,"Android.Fakecalls.GEN45163",NA,NA,NA,NA,NA,NA,NA,"Trojan ( 0055e4881 )","Android.PUA.DebugKey",NA,NA,"AndroidOS/Trojan.WBAO-9",NA,NA,"a variant of Android/TrojanDropper.Agent.IZK",NA,NA,"Malicious (score: 99)","HEUR:Trojan-Banker.AndroidOS.Fakecalls.k",NA,NA,NA,NA,NA,NA,NA,"Malware.ANDROID/Banker.FKCG.Gen","Android.Spy.914.origin",NA,NA,NA,NA,NA,"Trojan-Dropper.AndroidOS.Agent","Android:Evo-gen [Trj]",NA,"ANDROID/Banker.FKCG.Gen",NA,NA,NA,"TrojanDropper:AndroidOS/BankerAgent.X",NA,"HEUR:Trojan-Banker.AndroidOS.Fakecalls.k",NA,"Android.Riskware.Agent.JMB","PUP/Android.FLPrev.1039239",NA,NA,NA,NA,NA,NA,NA,NA,"Android/Agent.DSI!tr",NA,"Andr/Xgen2-ZA",NA,NA,NA,NA
"59",2021-11-03 08:34:18,2019-01-27 06:15:44,2021-11-03 08:34:18,60,153424,2,0,0,26,"CZ","DEX",NA,NA,"Trojan.AndroidOS.Climap.F!c",NA,NA,NA,"Artemis!03EAA0113CCF",NA,NA,NA,"Malware.Android-Script.Save.0afbb691",NA,NA,"Spyware ( 0049b9ee1 )",NA,NA,NA,NA,"AppRisk:Generisk","Trojan.Gen.2","a variant of Android/Spy.AndroRAT.AK",NA,"Android:Androrat-K [Trj]","Malicious (score: 99)","HEUR:Backdoor.AndroidOS.Climap.a",NA,"Trojan.Android.Climap.fmkzdr",NA,NA,NA,NA,"Malware@#158ycxrgirqpa",NA,"Android.Banker.284.origin",NA,NA,"Artemis!Trojan",NA,NA,"Trojan-Spy.AndroidOS.Androrat","Android:Androrat-K [Trj]",NA,"ANDROID/AndroRAT.B.Gen","Trojan/Generic.ASMalwAD.4B",NA,NA,"Trojan:AndroidOS/Androrat.A!MTB",NA,NA,NA,NA,"Trojan/Android.Narut.849495",NA,NA,NA,NA,"Trojan.Android.Climap.b",NA,"malware (ai score=100)","Android.Faketoken.z","Android/Generic.Z.985DEC!tr",NA,"Andr/AndroRat-B",NA,"Android:Androrat-K [Trj]",NA,NA
"60",2021-11-03 07:55:19,2021-10-22 23:35:21,2021-11-03 07:55:19,64,3394334,5,0,0,26,"IT","ZIP",29,NA,"Trojan.AndroidOS.Bray.C!c",NA,NA,"Android.SmsThief.GEN44819","Artemis!FEE8F87A75D1",NA,NA,NA,NA,NA,"TrojanSpy:Android/Agent.341ac6bc","Trojan ( 00579dc81 )","Android.Malware.Spyware",NA,NA,NA,"AppRisk:Generisk","Trojan.Gen.MBT","a variant of Android/Spy.Agent.BMP",NA,"Android:FakeCop-P [Trj]","Malicious (score: 99)","HEUR:Trojan-Banker.AndroidOS.Bray.j",NA,NA,NA,NA,NA,NA,NA,NA,"Android.Spy.891.origin",NA,NA,"Artemis!Trojan",NA,NA,"Trojan.AndroidOS.Agent","Android:Evo-gen [Trj]",NA,"ANDROID/SpyAgent.FJZB.Gen","Trojan/Generic.ASMalwAD.16",NA,NA,"TrojanSpy:AndroidOS/Bray.A",NA,NA,NA,"Android.Riskware.Agent.JME","Spyware/Android.Agent.1011823",NA,NA,NA,NA,"a.privacy.emial.d",NA,"malware (ai score=100)",NA,"Android/Agent.BMP!tr",NA,"Andr/Xgen2-ZB",NA,"Android:FakeCop-P [Trj]",NA,NA
"61",2021-11-03 07:39:52,2015-05-09 02:35:41,2021-11-03 07:39:52,59,214120,4,0,0,22,"CZ","DEX",NA,NA,"Trojan.AndroidOS.Generic.C!c",NA,NA,NA,"Artemis!DC62253C662D",NA,NA,NA,"Malware.Android-Script.Save.93f204ef",NA,NA,NA,NA,NA,NA,NA,NA,"Trojan.Gen.2","a variant of Android/SMSreg.OQ potentially unsafe",NA,"Android:Agent-ISV [Trj]","Malicious (score: 99)","HEUR:Trojan-SMS.AndroidOS.Agent.ty",NA,"Trojan.Android.Agent.dqlzct",NA,NA,"Adware.Dowgin/Android!1.A249 (CLASSIC)",NA,NA,NA,"Android.SmsSend.1673.origin",NA,NA,"Artemis!PUP",NA,NA,"PUA.AndroidOS.Dowgin","Android:Agent-ISV [Trj]","Trojan/AndroidOS.lxx","ANDROID/SmsAgent.RB.Gen","Trojan/Generic.ASMalwAD.19",NA,NA,"Trojan:Script/Wacatac.B!ml",NA,NA,NA,NA,"PUP/Android.Chepa.119702",NA,NA,NA,NA,NA,NA,NA,NA,"Android/SMSreg.QS!tr",NA,"Andr/CNSMS-BE",NA,"Android:Agent-ISV [Trj]",NA,NA
"62",2021-11-03 07:50:15,2016-12-24 15:14:13,2021-11-03 07:50:15,59,17984,2,0,0,23,"CZ","DEX",NA,NA,NA,NA,NA,NA,"Artemis!97094BD83BBD",NA,NA,NA,"Malware.Android-Script.Save.aeec74a1",NA,NA,"Trojan ( 0053c2721 )",NA,NA,NA,"AndroidOS/Agent.LG",NA,"Trojan.Gen","a variant of Android/Spy.Agent.BAV",NA,"Android:Agent-PCT [Trj]","Malicious (score: 99)","HEUR:Trojan-SMS.AndroidOS.Agent.abh",NA,"Trojan.Android.SmsForward.darrnz",NA,NA,"Spyware.SmsAgent/Android!1.A785 (CLASSIC)",NA,NA,NA,"Android.SmsSpy.68.origin","Trojan.SmForw.Android.97",NA,"Artemis!Trojan",NA,NA,"Trojan.AndroidOS.SMForw","Android:TrojanSMS-PA [Trj]",NA,"ANDROID/SmsAgent.GF.Gen","Trojan/Generic.ASBOL.B7FD",NA,NA,NA,NA,NA,NA,NA,"Trojan/Android.SmsSend.37217",NA,NA,NA,NA,"Trojan.Android.Smforw.aaad",NA,NA,NA,"Android/Agent.WX!tr",NA,"Andr/SMSSend-DK",NA,"Android:Agent-PCT [Trj]",NA,NA
"63",2021-11-03 07:38:33,2019-05-13 04:00:23,2021-11-03 07:38:33,59,7108008,3,0,0,16,"CZ","DEX",NA,NA,"Adware.AndroidOS.HiddenAd.A!c",NA,NA,NA,"Artemis!6FAC26F92BAD",NA,NA,NA,NA,NA,NA,"Trojan ( 00531bae1 )",NA,NA,NA,NA,"AppRisk:Generisk","PUA.Gen.2","a variant of Android/Packed.TencentProtect.C potentially unsafe",NA,NA,NA,"not-a-virus:HEUR:AdWare.AndroidOS.HiddenAd.jn",NA,NA,NA,NA,NA,NA,NA,NA,"Android.Click.936","Adware.HiddenAd.Android.6774",NA,"Artemis",NA,NA,"AdWare.AndroidOS.TencentProtect",NA,NA,NA,"Trojan/Generic.ASMalwAD.10",NA,NA,"PUA:Win32/Presenoker",NA,"not-a-virus:HEUR:AdWare.AndroidOS.HiddenAd.jn",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Android.smsthief.fh","Riskware/PackedTencent!Android",NA,NA,NA,NA,NA,NA
"64",2021-11-03 07:37:40,2021-11-03 07:37:40,2021-11-03 07:37:40,60,107759215,1,0,0,17,"US","ZIP",30,NA,"Trojan.AndroidOS.Savestealer.C!c",NA,NA,"Android.Savestealer.GEN44503","Artemis!98A8B909EAD5",NA,NA,NA,NA,NA,NA,"Trojan ( 005800e31 )","Android.PUA.DebugKey",NA,NA,NA,NA,NA,"a variant of Android/Spy.Savestealer.B",NA,NA,NA,"HEUR:Trojan.AndroidOS.Savestealer.b",NA,"Trojan.Android.Hidden.ixujgw",NA,NA,NA,NA,NA,NA,"Android.Hidden.9171","Trojan.Savestealer.Android.9",NA,NA,NA,NA,"Trojan.AndroidOS.Savestealer","Android:Evo-gen [Trj]",NA,NA,NA,NA,NA,"Program:AndroidOS/Multiverze",NA,NA,NA,"Android.Riskware.HiddenApp.NX","Trojan/Android.Savestealer.1023828",NA,NA,NA,NA,NA,NA,NA,NA,"Android/Savestealer.B!tr.spy",NA,"Andr/Xgen-ASP",NA,NA,NA,NA
